name,length,avg_gradient,steepest_section,elevation_gain,duration,latitude,longitude,url
Schapendreef vanuit Ossendrecht,De Schapendreef vanuit Ossendrecht is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Schapendreef vanuit Ossendrecht is 2.7%.,De steilste 100 meter van de Schapendreef vanuit Ossendrecht zijn gemiddeld 5%.,De top van de Schapendreef vanuit Ossendrecht ligt op 17 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:25 over de Schapendreef vanuit Ossendrecht. Bij 11 km/u is de tijd 00:02:10 en bij 15 km/u 00:01:36. Voor de snelste fietsers is 00:01:15 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schapendreef-ossendrecht
Tafelberg vanuit Huizen,De Tafelberg vanuit Huizen is 1.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Tafelberg vanuit Huizen is 1.8%.,De steilste 100 meter van de Tafelberg vanuit Huizen zijn gemiddeld 4.3%.,De top van de Tafelberg vanuit Huizen ligt op 32 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:00 over de Tafelberg vanuit Huizen. Bij 11 km/u is de tijd 00:07:38 en bij 15 km/u 00:05:36. Voor de snelste fietsers is 00:04:25 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/tafelberg-huizen
Oost-Breukelderweg vanuit Hoekelum,De Oost-Breukelderweg vanuit Hoekelum is 1.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Oost-Breukelderweg vanuit Hoekelum is 1.8%.,De steilste 100 meter van de Oost-Breukelderweg vanuit Hoekelum zijn gemiddeld 4.5%.,De top van de Oost-Breukelderweg vanuit Hoekelum ligt op 52 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:15:02 over de Oost-Breukelderweg vanuit Hoekelum. Bij 11 km/u is de tijd 00:09:34 en bij 15 km/u 00:07:01. Voor de snelste fietsers is 00:05:32 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/oost-breukelderweg-hoekelum
Vloedsgraaf vanuit Oirsbeek,De Vloedsgraaf vanuit Oirsbeek is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Vloedsgraaf vanuit Oirsbeek is 2.9%.,De steilste 100 meter van de Vloedsgraaf vanuit Oirsbeek zijn gemiddeld 3.6%.,De top van de Vloedsgraaf vanuit Oirsbeek ligt op 102 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:04 over de Vloedsgraaf vanuit Oirsbeek. Bij 11 km/u is de tijd 00:03:14 en bij 15 km/u 00:02:22. Voor de snelste fietsers is 00:01:52 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/vloedsgraaf-oirsbeek
Rozenheuvel via De Genestetlaan,De Rozenheuvel via De Genestetlaan is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Rozenheuvel via De Genestetlaan is 3.2%.,De steilste 100 meter van de Rozenheuvel via De Genestetlaan zijn gemiddeld 6.4%.,De top van de Rozenheuvel via De Genestetlaan ligt op 55 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:19 over de Rozenheuvel via De Genestetlaan. Bij 11 km/u is de tijd 00:03:23 en bij 15 km/u 00:02:29. Voor de snelste fietsers is 00:01:57 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/rozendaal-de-genestetlaan
Nieuwenhuysstraat vanuit Aalbeek,De Nieuwenhuysstraat vanuit Aalbeek is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Nieuwenhuysstraat vanuit Aalbeek is 2.8%.,De steilste 100 meter van de Nieuwenhuysstraat vanuit Aalbeek zijn gemiddeld 5.7%.,De top van de Nieuwenhuysstraat vanuit Aalbeek ligt op 134 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:09 over de Nieuwenhuysstraat vanuit Aalbeek. Bij 11 km/u is de tijd 00:04:33 en bij 15 km/u 00:03:20. Voor de snelste fietsers is 00:02:38 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/nieuwenhuysstraat-aalbeek
Elsberg vanuit Onzalige Bossen,De Elsberg vanuit Onzalige Bossen is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Elsberg vanuit Onzalige Bossen is 2.5%.,De steilste 100 meter van de Elsberg vanuit Onzalige Bossen zijn gemiddeld 4.6%.,De top van de Elsberg vanuit Onzalige Bossen ligt op 96 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:13 over de Elsberg vanuit Onzalige Bossen. Bij 11 km/u is de tijd 00:03:19 en bij 15 km/u 00:02:26. Voor de snelste fietsers is 00:01:55 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/elsberg-onzalige-bossen
Schelberg via Hoddelsley,De Schelberg via Hoddelsley is 1.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Schelberg via Hoddelsley is 3%.,De steilste 100 meter van de Schelberg via Hoddelsley zijn gemiddeld 4.7%.,De top van de Schelberg via Hoddelsley ligt op 100 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:11 over de Schelberg via Hoddelsley. Bij 11 km/u is de tijd 00:05:50 en bij 15 km/u 00:04:17. Voor de snelste fietsers is 00:03:23 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schelberg-hoddelsley
Stittelersweg vanuit Julekesweg,De Stittelersweg vanuit Julekesweg is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Stittelersweg vanuit Julekesweg is 2.7%.,De steilste 100 meter van de Stittelersweg vanuit Julekesweg zijn gemiddeld 4%.,De top van de Stittelersweg vanuit Julekesweg ligt op 33 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:55 over de Stittelersweg vanuit Julekesweg. Bij 11 km/u is de tijd 00:01:51 en bij 15 km/u 00:01:22. Voor de snelste fietsers is 00:01:04 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/stittelersweg-julekesweg
Holleweg vanuit Kelmond,De Holleweg vanuit Kelmond is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Holleweg vanuit Kelmond is 3.6%.,De steilste 100 meter van de Holleweg vanuit Kelmond zijn gemiddeld 5.9%.,De top van de Holleweg vanuit Kelmond ligt op 115 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:35 over de Holleweg vanuit Kelmond. Bij 11 km/u is de tijd 00:02:17 en bij 15 km/u 00:01:40. Voor de snelste fietsers is 00:01:19 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/holleweg-kelmond
Jammerdaalseweg vanuit Jammerdaal,De Jammerdaalseweg vanuit Jammerdaal is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Jammerdaalseweg vanuit Jammerdaal is 3.2%.,De steilste 100 meter van de Jammerdaalseweg vanuit Jammerdaal zijn gemiddeld 7.7%.,De top van de Jammerdaalseweg vanuit Jammerdaal ligt op 49 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:47 over de Jammerdaalseweg vanuit Jammerdaal. Bij 11 km/u is de tijd 00:04:19 en bij 15 km/u 00:03:10. Voor de snelste fietsers is 00:02:30 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/jammerdaal-onderste-molenweg
Beaulieustraat vanuit De Blauwe Golven,De Beaulieustraat vanuit De Blauwe Golven is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Beaulieustraat vanuit De Blauwe Golven is 3.1%.,De steilste 100 meter van de Beaulieustraat vanuit De Blauwe Golven zijn gemiddeld 5.4%.,De top van de Beaulieustraat vanuit De Blauwe Golven ligt op 43 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:34 over de Beaulieustraat vanuit De Blauwe Golven. Bij 11 km/u is de tijd 00:04:48 en bij 15 km/u 00:03:31. Voor de snelste fietsers is 00:02:47 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/beaulieustraat-de-blauwe-golven
Knollenberg via Avilaweg,De Knollenberg via Avilaweg is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Knollenberg via Avilaweg is 2.5%.,De steilste 100 meter van de Knollenberg via Avilaweg zijn gemiddeld 5.8%.,De top van de Knollenberg via Avilaweg ligt op 26 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:18 over de Knollenberg via Avilaweg. Bij 11 km/u is de tijd 00:02:06 en bij 15 km/u 00:01:32. Voor de snelste fietsers is 00:01:13 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/knollenberg-avilaweg
Jacob Catslaan vanuit Bergen op Zoom,De Jacob Catslaan vanuit Bergen op Zoom is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Jacob Catslaan vanuit Bergen op Zoom is 3.5%.,De steilste 100 meter van de Jacob Catslaan vanuit Bergen op Zoom zijn gemiddeld 5.1%.,De top van de Jacob Catslaan vanuit Bergen op Zoom ligt op 12 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:24 over de Jacob Catslaan vanuit Bergen op Zoom. Bij 11 km/u is de tijd 00:01:31 en bij 15 km/u 00:01:07. Voor de snelste fietsers is 00:00:53 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/jacob-catslaan-bergen-op-zoom
Schoolstraat vanuit Wissengracht,De Schoolstraat vanuit Wissengracht is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Schoolstraat vanuit Wissengracht is 2.8%.,De steilste 100 meter van de Schoolstraat vanuit Wissengracht zijn gemiddeld 5.7%.,De top van de Schoolstraat vanuit Wissengracht ligt op 133 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:01 over de Schoolstraat vanuit Wissengracht. Bij 11 km/u is de tijd 00:05:06 en bij 15 km/u 00:03:44. Voor de snelste fietsers is 00:02:57 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schoolstraat-wissengracht
Laerberg via Henk Cramerlaan,De Laerberg via Henk Cramerlaan is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Laerberg via Henk Cramerlaan is 2.6%.,De steilste 100 meter van de Laerberg via Henk Cramerlaan zijn gemiddeld 4.7%.,De top van de Laerberg via Henk Cramerlaan ligt op 31 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:54 over de Laerberg via Henk Cramerlaan. Bij 11 km/u is de tijd 00:03:45 en bij 15 km/u 00:02:45. Voor de snelste fietsers is 00:02:10 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/laerberg-henk-cramerlaan
Mansberg vanuit Breedeweg,De Mansberg vanuit Breedeweg is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Mansberg vanuit Breedeweg is 4.4%.,De steilste 100 meter van de Mansberg vanuit Breedeweg zijn gemiddeld 5.9%.,De top van de Mansberg vanuit Breedeweg ligt op 50 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:41 over de Mansberg vanuit Breedeweg. Bij 11 km/u is de tijd 00:01:43 en bij 15 km/u 00:01:15. Voor de snelste fietsers is 00:00:59 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/mansberg-breedeweg
Hagendoornweg vanuit Oirsbeek,De Hagendoornweg vanuit Oirsbeek is 1.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Hagendoornweg vanuit Oirsbeek is 2.3%.,De steilste 100 meter van de Hagendoornweg vanuit Oirsbeek zijn gemiddeld 4.2%.,De top van de Hagendoornweg vanuit Oirsbeek ligt op 108 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:10:03 over de Hagendoornweg vanuit Oirsbeek. Bij 11 km/u is de tijd 00:06:23 en bij 15 km/u 00:04:41. Voor de snelste fietsers is 00:03:42 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/hagendoornweg-oirsbeek
Gaardstraat via Uterweg,De Gaardstraat via Uterweg is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Gaardstraat via Uterweg is 4.2%.,De steilste 100 meter van de Gaardstraat via Uterweg zijn gemiddeld 7%.,De top van de Gaardstraat via Uterweg ligt op 113 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:04 over de Gaardstraat via Uterweg. Bij 11 km/u is de tijd 00:01:57 en bij 15 km/u 00:01:25. Voor de snelste fietsers is 00:01:07 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/gaardstraat-uterweg
Imbos vanuit Landgoed Boshul,De Imbos vanuit Landgoed Boshul is 1.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Imbos vanuit Landgoed Boshul is 2.3%.,De steilste 100 meter van de Imbos vanuit Landgoed Boshul zijn gemiddeld 6.3%.,De top van de Imbos vanuit Landgoed Boshul ligt op 77 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:13:34 over de Imbos vanuit Landgoed Boshul. Bij 11 km/u is de tijd 00:08:38 en bij 15 km/u 00:06:19. Voor de snelste fietsers is 00:04:59 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/imbos-landgoed-boshul
Hoofdberg via Parkweg,De Hoofdberg via Parkweg is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Hoofdberg via Parkweg is 4.1%.,De steilste 100 meter van de Hoofdberg via Parkweg zijn gemiddeld 5.9%.,De top van de Hoofdberg via Parkweg ligt op 32 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:24 over de Hoofdberg via Parkweg. Bij 11 km/u is de tijd 00:02:09 en bij 15 km/u 00:01:35. Voor de snelste fietsers is 00:01:15 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kronenburgerpark-parkweg
Sint Rosa via Kapellerweg,De Sint Rosa via Kapellerweg is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Sint Rosa via Kapellerweg is 4.7%.,De steilste 100 meter van de Sint Rosa via Kapellerweg zijn gemiddeld 6.4%.,De top van de Sint Rosa via Kapellerweg ligt op 86 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:26 over de Sint Rosa via Kapellerweg. Bij 11 km/u is de tijd 00:02:11 en bij 15 km/u 00:01:36. Voor de snelste fietsers is 00:01:16 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/sint-rosa-kapellerweg
Gracht Burggraaf vanuit Wijlre,De Gracht Burggraaf vanuit Wijlre is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Gracht Burggraaf vanuit Wijlre is 3.5%.,De steilste 100 meter van de Gracht Burggraaf vanuit Wijlre zijn gemiddeld 7.1%.,De top van de Gracht Burggraaf vanuit Wijlre ligt op 112 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:36 over de Gracht Burggraaf vanuit Wijlre. Bij 11 km/u is de tijd 00:03:34 en bij 15 km/u 00:02:36. Voor de snelste fietsers is 00:02:03 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/gracht-burggraaf-wijlre
Sint Antoniusstraat via Voorterstraat,De Sint Antoniusstraat via Voorterstraat is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Sint Antoniusstraat via Voorterstraat is 2.2%.,De steilste 100 meter van de Sint Antoniusstraat via Voorterstraat zijn gemiddeld 4%.,De top van de Sint Antoniusstraat via Voorterstraat ligt op 163 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:38 over de Sint Antoniusstraat via Voorterstraat. Bij 11 km/u is de tijd 00:05:30 en bij 15 km/u 00:04:02. Voor de snelste fietsers is 00:03:11 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/sint-antoniusstraat-voorterstraat
Klein-Doenrade vanuit Oirsbeek,De Klein-Doenrade vanuit Oirsbeek is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Klein-Doenrade vanuit Oirsbeek is 4.6%.,De steilste 100 meter van de Klein-Doenrade vanuit Oirsbeek zijn gemiddeld 7.5%.,De top van de Klein-Doenrade vanuit Oirsbeek ligt op 112 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:01 over de Klein-Doenrade vanuit Oirsbeek. Bij 11 km/u is de tijd 00:03:12 en bij 15 km/u 00:02:20. Voor de snelste fietsers is 00:01:51 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/klein-doenrade-oirsbeek
Heilig Landstichting vanuit Panovenlaan,De Heilig Landstichting vanuit Panovenlaan is 0.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Heilig Landstichting vanuit Panovenlaan is 4%.,De steilste 100 meter van de Heilig Landstichting vanuit Panovenlaan zijn gemiddeld 7%.,De top van de Heilig Landstichting vanuit Panovenlaan ligt op 59 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:04:41 over de Heilig Landstichting vanuit Panovenlaan. Bij 11 km/u is de tijd 00:02:59 en bij 15 km/u 00:02:11. Voor de snelste fietsers is 00:01:43 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/heilig-landstichting-panovenlaan
Pruisenbergen vanuit Laren,De Pruisenbergen vanuit Laren is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Pruisenbergen vanuit Laren is 1.9%.,De steilste 100 meter van de Pruisenbergen vanuit Laren zijn gemiddeld 3.3%.,De top van de Pruisenbergen vanuit Laren ligt op 25 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:51 over de Pruisenbergen vanuit Laren. Bij 11 km/u is de tijd 00:04:22 en bij 15 km/u 00:03:12. Voor de snelste fietsers is 00:02:31 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/pruisenbergen-laren
Dronkendel vanuit Bloemendaal aan Zee,De Dronkendel vanuit Bloemendaal aan Zee is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Dronkendel vanuit Bloemendaal aan Zee is 2.3%.,De steilste 100 meter van de Dronkendel vanuit Bloemendaal aan Zee zijn gemiddeld 4.3%.,De top van de Dronkendel vanuit Bloemendaal aan Zee ligt op 20 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:14 over de Dronkendel vanuit Bloemendaal aan Zee. Bij 11 km/u is de tijd 00:03:58 en bij 15 km/u 00:02:54. Voor de snelste fietsers is 00:02:17 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/dronkendel-bloemendaal-aan-zee
Laatberg vanuit Colonjes,De Laatberg vanuit Colonjes is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Laatberg vanuit Colonjes is 4.6%.,De steilste 100 meter van de Laatberg vanuit Colonjes zijn gemiddeld 9.4%.,De top van de Laatberg vanuit Colonjes ligt op 57 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:11 over de Laatberg vanuit Colonjes. Bij 11 km/u is de tijd 00:02:02 en bij 15 km/u 00:01:29. Voor de snelste fietsers is 00:01:10 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/laatberg-colonjes
Ten Esschen via Beersdalweg,De Ten Esschen via Beersdalweg is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Ten Esschen via Beersdalweg is 3.5%.,De steilste 100 meter van de Ten Esschen via Beersdalweg zijn gemiddeld 6.7%.,De top van de Ten Esschen via Beersdalweg ligt op 97 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:04:55 over de Ten Esschen via Beersdalweg. Bij 11 km/u is de tijd 00:03:07 en bij 15 km/u 00:02:17. Voor de snelste fietsers is 00:01:48 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ten-esschen-beersdalweg
Trambaan via Bergstraat,De Trambaan via Bergstraat is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Trambaan via Bergstraat is 1.9%.,De steilste 100 meter van de Trambaan via Bergstraat zijn gemiddeld 2.8%.,De top van de Trambaan via Bergstraat ligt op 19 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:34 over de Trambaan via Bergstraat. Bij 11 km/u is de tijd 00:03:33 en bij 15 km/u 00:02:36. Voor de snelste fietsers is 00:02:03 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/trambaan-bergstraat
Coldenhovenseweg vanuit Eerbeek,De Coldenhovenseweg vanuit Eerbeek is 3.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Coldenhovenseweg vanuit Eerbeek is 1.1%.,De steilste 100 meter van de Coldenhovenseweg vanuit Eerbeek zijn gemiddeld 4%.,De top van de Coldenhovenseweg vanuit Eerbeek ligt op 54 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:27:42 over de Coldenhovenseweg vanuit Eerbeek. Bij 11 km/u is de tijd 00:17:38 en bij 15 km/u 00:12:55. Voor de snelste fietsers is 00:10:12 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/imboschweg-eerbeek
Groeneweg via Schapenweg,De Groeneweg via Schapenweg is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Groeneweg via Schapenweg is 3.7%.,De steilste 100 meter van de Groeneweg via Schapenweg zijn gemiddeld 6.2%.,De top van de Groeneweg via Schapenweg ligt op 36 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:47 over de Groeneweg via Schapenweg. Bij 11 km/u is de tijd 00:02:24 en bij 15 km/u 00:01:46. Voor de snelste fietsers is 00:01:23 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/groeneweg-schapenweg
Unolaan via Ganzeweide,De Unolaan via Ganzeweide is 1.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Unolaan via Ganzeweide is 2%.,De steilste 100 meter van de Unolaan via Ganzeweide zijn gemiddeld 4.6%.,De top van de Unolaan via Ganzeweide ligt op 103 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:10:32 over de Unolaan via Ganzeweide. Bij 11 km/u is de tijd 00:06:42 en bij 15 km/u 00:04:55. Voor de snelste fietsers is 00:03:53 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/unolaan-ganzeweide
Ireneweg via Vossenstraat,De Ireneweg via Vossenstraat is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Ireneweg via Vossenstraat is 4.8%.,De steilste 100 meter van de Ireneweg via Vossenstraat zijn gemiddeld 8%.,De top van de Ireneweg via Vossenstraat ligt op 139 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:34 over de Ireneweg via Vossenstraat. Bij 11 km/u is de tijd 00:02:16 en bij 15 km/u 00:01:40. Voor de snelste fietsers is 00:01:19 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ireneweg-vossenstraat
